,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
24704,203981057,6,14,41,"{'20-30': 7.8, '10-20': 7.6000000000000005, '0-10': 5.4}",,203981057,KR,4000,0,20249,,"{'20-30': 1433.4, '10-20': 862.5, '0-10': 552.7}",8,0,False,False,False,False,False,False,1521468913318,1836,3149731224,8.5.220.3006,11841,"{'20-30': 466.1, '10-20': 404.1, '0-10': 256.7}",11583,PLATINUM,0,3078,3508,3111,3053,1042,0,3364,1,2,TOP,0,2,1,483,14282,4840,10252,11,/v1/stats/player_history/KR/203981057,4,0,1,0,8300,8400.0,153558,13226,17283,0,420,SOLO,11,0,12,4,26010272,heo kong,21,176243,20859,28486,3753,208,0,0,712,1,0,8402,2793,950,0,0,17,2,5,10,False,,"{'20-30': 464, '10-20': 431.7, '0-10': 389.4}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.1,0.27586206896551724,0.21352832978685035,0.08695652173913043,0.148068669527897,0.061635263553111976,0.21856478915277364,0.5,0.6277050614387207,0.43091258593164566,0.2312354499478205,0.09859154929577464,0.3493128421419822,0.23498862176959648,0.2135990761986173,0.09144514022562802,0.28769017980636236,0.3296296296296296,0.2980912509756617,0.580182800166182,0.08114110010249402,0.09289617486338798,0.06060606060606061,0.09900990099009901,0.13953488372093023,0.4444444444444444,0.2542713567839196,0.06896551724137931,0.22095150960658738,0.03303540862871365,0.21784789153111947,0.017094017094017096,0.29756855294738255,0.16970987899862702,0.2938669704051374,0.09722222222222222,0.2751534364530988,0.1970866386852303,0.2610618955287998,0.06371275783040489,0.4432314410480349,0.04530414863833036,0.027618261844263508,0.09704318821444703,0.05389459352130255,0.061224489795918366,0.06666666666666667,0.07627118644067797
24112,2782440,10,18,164,"{'30-end': 8.4, '20-30': 9.5, '10-20': 8.1, '0-10': 7.5}","{'30-end': 0.8000000000000007, '20-30': 2.1999999999999997, '10-20': 3.1999999999999997, '0-10': 2.8000000000000003}",2782440,KR,11506,4008,45269,"{'30-end': -350, '20-30': 299.59999999999997, '10-20': -283.10000000000014, '0-10': -297.3}","{'30-end': 1455, '20-30': 1672.6, '10-20': 874.3, '0-10': 399.5}",8,0,False,False,True,False,False,False,1521528055696,2291,3150104141,8.5.220.3006,17990,"{'30-end': 461.2, '20-30': 588, '10-20': 493.29999999999995, '0-10': 325.6}",16713,GOLD,0,3074,3140,3053,3047,3078,3026,3364,3,10,TOP,0,4,1,636,1584,1553,17460,11,/v1/stats/player_history/KR/2782440,25,5,5,0,8000,8200.0,207091,26867,23173,0,420,SOLO,11,0,12,4,3691479,hubing,31,244990,37944,41333,5537,304,0,0,255,1,0,36314,9524,700,1,0,45,2,10,7,True,"{'30-end': -88, '20-30': 108.30000000000001, '10-20': 173.59999999999997, '0-10': 155.6}","{'30-end': 515, '20-30': 674.9000000000001, '10-20': 539.3, '0-10': 496.8}",Tank,Camille,4,8,Fighter,6,3,top,0.18181818181818182,0.23529411764705882,0.2562714568583598,0.45454545454545453,0.1617497456765005,0.005428617450400464,0.23037036059690463,0.43859649122807015,0.4957425569554195,0.644493487178257,0.2393163275844263,0.18128654970760233,0.3140800795872947,0.35517447955668713,0.22237346130670568,0.11439609933473824,0.3111566018423746,0.019848991982564023,0.5151506553935198,0.826090727730072,0.052842152940288364,0.1814516129032258,0.06666666666666667,0.056910569105691054,0.23255813953488372,0.4444444444444444,0.5485522852357023,0.3448275862068966,0.2909423604757548,0.003663918727620951,0.38605866840913866,0.10683760683760683,0.4017737047108678,0.3447448449309022,0.4095363406060368,0.14351851851851852,0.3876086159966499,0.38048670523954187,0.4102218764875942,0.09399881164587047,0.6528384279475983,0.016225502672435735,0.11936795532165972,0.3309127549424968,0.03971180575253872,0.25170068027210885,0.06666666666666667,0.05084745762711865
24117,204681392,10,18,58,"{'30-end': 7.6, '20-30': 7.3, '10-20': 4.9, '0-10': 4.7}","{'30-end': -0.8000000000000007, '20-30': -2.1999999999999997, '10-20': -3.1999999999999997, '0-10': -2.8000000000000003}",204681392,KR,3610,3047,41291,"{'30-end': 350, '20-30': -299.59999999999997, '10-20': 283.10000000000014, '0-10': 297.3}","{'30-end': 1805, '20-30': 1373, '10-20': 1157.4, '0-10': 696.8}",12,0,False,False,False,False,False,False,1521528055696,2291,3150104141,8.5.220.3006,13353,"{'30-end': 449, '20-30': 412.8, '10-20': 251.5, '0-10': 212.5}",12200,DIAMOND,0,3077,3071,3109,3076,3026,3047,3363,0,0,TOP,1,0,0,480,4835,3052,14026,11,/v1/stats/player_history/KR/204681392,5,5,0,0,8000,8400.0,180301,12683,28800,0,420,SOLO,11,0,4,12,29411909,금똥왁왁,29,185417,15773,47820,9326,238,0,0,61,1,0,280,37,4993,0,0,24,2,4,13,False,"{'30-end': 88, '20-30': -108.30000000000001, '10-20': -173.59999999999997, '0-10': -155.6}","{'30-end': 603, '20-30': 566.6, '10-20': 365.70000000000005, '0-10': 341.20000000000005}",Tank,Renekton,3,8,Fighter,5,2,top,0.18181818181818182,0.35294117647058826,0.19021638484878703,0.0,0.12207527975584945,0.016570306422150405,0.18506155084376774,0.08771929824561403,0.43161160437498053,0.30424352915777103,0.29742848290818963,0.1695906432748538,0.2377067885090715,0.1476430283061255,0.2572738228458294,0.19267798851287138,0.2436028659160696,0.004748190238966296,0.003972081938375986,0.0032092982912655045,0.37691552804408546,0.0967741935483871,0.06666666666666667,0.10569105691056911,0.23255813953488372,0.6666666666666666,0.32663316582914576,0.0,0.21957913998170173,0.011183741823262183,0.30592051527385594,0.021367521367521368,0.3496253846887549,0.1627423556131549,0.5200408475874394,0.13425925925925927,0.2901601104480737,0.1424906340908359,0.48553913316072406,0.1583227230286054,0.5087336244541485,0.003881394756935607,0.0009203895877640778,0.001285570341544769,0.2832586373177512,0.10884353741496598,0.06666666666666667,0.1016949152542373
14754,210160084,2,15,31,"{'20-30': 6.5, '10-20': 9, '0-10': 6.3}","{'20-30': -1.1, '10-20': -1, '0-10': -0.8999999999999999}",210160084,KR,1874,268,34987,"{'20-30': 827.9000000000001, '10-20': 257.49999999999994, '0-10': 269}","{'20-30': 1527.9, '10-20': 910.2, '0-10': 630.3}",6,0,False,False,,,False,False,1521629718922,1898,3151390813,8.6.222.2149,10378,"{'20-30': 324, '10-20': 354.8, '0-10': 260.4}",9570,UNRANKED,0,3800,1028,3001,1031,1057,3047,3340,0,1,TOP,0,0,1,821,90477,7119,8890,11,/v1/stats/player_history/KR/210160084,8,0,0,0,8400,8000.0,40611,2876,23566,0,420,SOLO,11,0,12,4,66460324,zzxcxzcdfqwea,75,144185,10623,35022,9632,229,0,0,1182,1,0,13096,627,2566,0,0,40,4,5,17,False,"{'20-30': -18.900000000000006, '10-20': -20.00000000000003, '0-10': -58}","{'20-30': 481.2, '10-20': 499.09999999999997, '0-10': 375.2}",Mage,Chogath,5,3,Tank,7,7,top,0.058823529411764705,0.3,0.1926918934977162,0.0625,0.3477340110122829,0.31072959309833226,0.24517374517374518,0.2,0.22659353657992234,0.20837559773945805,0.4171268762390258,0.4032258064516129,0.17527043930356181,0.1674284453410667,0.35743299789757305,0.3537145165436451,0.274251497005988,0.616266944734098,0.03717961821051795,0.1026354558847602,0.4912885314953092,0.15151515151515152,0.10526315789473684,0.13178294573643412,0.046511627906976744,0.3333333333333333,0.18425460636515914,0.034482758620689655,0.3755718206770357,0.20928053959530352,0.1860633357447901,0.03418803418803419,0.07771053497285524,0.03690349402692056,0.4172541780404941,0.3472222222222222,0.2227135024078727,0.08720761724830126,0.336948066272684,0.16351752822341056,0.4890829694323144,0.07520997709340799,0.04304793586199415,0.021785205517528924,0.14557213365859192,0.21768707482993196,0.13333333333333333,0.13559322033898305
14759,2995942,3,16,86,"{'20-30': 7.6, '10-20': 10, '0-10': 7.199999999999999}","{'20-30': 1.1, '10-20': 1, '0-10': 0.8999999999999999}",2995942,KR,1384,1384,28495,"{'20-30': -827.9000000000001, '10-20': -257.49999999999994, '0-10': -269}","{'20-30': 700, '10-20': 652.7, '0-10': 361.3}",0,0,False,False,,,False,False,1521629718922,1898,3151390813,8.6.222.2149,10834,"{'20-30': 353.6, '10-20': 389.29999999999995, '0-10': 263}",10825,MASTER,0,3194,3060,3071,3082,0,3111,3363,0,1,TOP,0,0,1,0,2013,2013,7727,11,/v1/stats/player_history/KR/2995942,2,2,0,0,8400,8300.0,111126,8078,9333,0,420,SOLO,11,0,6,1,3844089,냄비 한 개,40,266428,10108,18190,865,250,0,0,120,1,0,153287,17,1128,0,0,33,1,4,14,True,"{'20-30': 18.900000000000006, '10-20': 20.00000000000003, '0-10': 58}","{'20-30': 500.1, '10-20': 519.1, '0-10': 433.2}",Tank,Garen,5,7,Fighter,7,1,top,0.08823529411764706,0.0,0.20115860225036206,0.0625,0.0,0.006913344506415364,0.21309983452840595,0.05,0.6200397268223006,0.5852774960150703,0.16519753610875107,0.21505376344086022,0.32386831225695717,0.15931156222418358,0.18564634320589496,0.03176526752598142,0.2994011976047904,0.06256517205422316,0.4351826616245926,0.0027827795056474054,0.21596783457782884,0.125,0.02631578947368421,0.10852713178294573,0.06976744186046512,0.0,0.20607800909308446,0.034482758620689655,0.0,0.004656230049684958,0.15892277893164686,0.008547008547008548,0.21497215447114906,0.10365313795183041,0.13774277802871113,0.18518518518518517,0.42267653371021774,0.0816793155640478,0.14152027772295045,0.014684661743485273,0.5349344978165939,0.007635530669381522,0.503870566927115,0.0005906674542232723,0.0639927384126624,0.17006802721088435,0.03333333333333333,0.11016949152542373
20532,4735341,13,18,14,"{'20-30': 9.4, '10-20': 7.699999999999999, '0-10': 7}","{'20-30': 1.2999999999999998, '10-20': 0.5, '0-10': 1.2000000000000002}",4735341,KR,3565,3565,52526,"{'20-30': -287.20000000000005, '10-20': -127, '0-10': 117.29999999999998}","{'20-30': 891.9, '10-20': 681.5, '0-10': 656}",2,0,False,False,False,True,True,False,1521707634165,1908,3152166117,8.6.222.2149,13956,"{'20-30': 539.5, '10-20': 401.9, '0-10': 305.79999999999995}",12620,DIAMOND,1,3060,3800,3075,3047,3110,1057,3340,1,2,TOP,36,2,1,1557,95648,8374,7095,11,/v1/stats/player_history/KR/4735341,0,0,0,0,8300,8400.0,71533,7864,14277,0,420,SOLO,11,0,12,4,6390203,파이팅야소년,56,167406,16239,30615,5893,260,0,0,3140,1,0,223,0,9242,3,0,40,2,4,16,True,"{'20-30': 143.99999999999994, '10-20': 153.70000000000002, '0-10': 82}","{'20-30': 749.7, '10-20': 556.6, '0-10': 476.9}",Fighter,Sion,5,5,Tank,9,3,top,0.3170731707317073,0.07142857142857142,0.25211814650889713,0.14285714285714285,0.3561299176578225,0.2899707143160307,0.1055992141453831,0.0,0.37753464855336355,0.4658491795509745,0.32546847216523045,0.36129032258064514,0.24627837285562337,0.24353629274145172,0.24932609067439795,0.14947368421052631,0.33248081841432225,0.4416936277957519,0.0013901789777509023,0.0,0.787625703085052,0.18779342723004694,0.07142857142857142,0.16161616161616163,0.3023255813953488,0.1111111111111111,0.3554917444364681,0.06896551724137931,0.712259835315645,0.22124147630018226,0.1441739982730858,0.0,0.13790203746347768,0.10090718950893716,0.23483435124997545,0.25925925925925924,0.26069802135678394,0.147492942022607,0.2857806313785136,0.1000424412189118,0.5567685589519651,0.19979638584881648,0.0007330245645406763,0.0,0.5243092982356612,0.21768707482993196,0.06666666666666667,0.1271186440677966
20537,2757986,2,16,24,"{'20-30': 8.100000000000001, '10-20': 7.199999999999999, '0-10': 5.8}","{'20-30': -1.2999999999999998, '10-20': -0.5, '0-10': -1.2000000000000002}",2757986,KR,0,0,16653,"{'20-30': 287.20000000000005, '10-20': 127, '0-10': -117.29999999999998}","{'20-30': 1179.1, '10-20': 808.5, '0-10': 538.7}",9,1,False,False,False,False,False,False,1521707634165,1908,3152166117,8.6.222.2149,10452,"{'20-30': 413.6, '10-20': 302, '0-10': 241.4}",10213,PLATINUM,0,3748,2033,3078,3047,1055,1042,3340,1,2,TOP,0,2,2,602,26757,3611,19716,11,/v1/stats/player_history/KR/2757986,5,0,5,0,8000,8200.0,100667,7384,10372,0,420,SOLO,11,0,12,4,3640637,나 누구,18,136573,13654,30327,1727,216,0,0,132,1,0,9148,2658,239,0,0,29,5,1,16,False,"{'20-30': -143.99999999999994, '10-20': -153.70000000000002, '0-10': -82}","{'20-30': 605.7, '10-20': 402.9, '0-10': 394.9}",Assassin,Jax,5,7,Fighter,5,7,top,0.04878048780487805,0.32142857142857145,0.18881763165025742,0.14285714285714285,0.13769441903019214,0.08111770662171748,0.29344525808180033,0.2777777777777778,0.5312971700602721,0.4374148450921154,0.2364473624219213,0.11612903225806452,0.20091858246425487,0.20476904619076186,0.2469806419037226,0.043804692454026635,0.27621483375959077,0.01856801237867492,0.057028508020023565,0.9651416122004357,0.020368160899948865,0.13615023474178403,0.17857142857142858,0.16161616161616163,0.046511627906976744,0.5,0.18779612347451544,0.06896551724137931,0.2753888380603843,0.06189108168873345,0.43870621455741987,0.021367521367521368,0.1946130921676299,0.09474805281459715,0.15814693348520256,0.08333333333333333,0.2102619215871022,0.11974408793756776,0.28243680990142694,0.029318394024276377,0.4606986899563319,0.008399083736319674,0.030070442674520657,0.09235259372502692,0.01355874510693822,0.14285714285714285,0.16666666666666666,0.1271186440677966
20513,203981057,6,18,150,"{'30-end': 5.4, '20-30': 8.3, '10-20': 7.9, '0-10': 7}","{'30-end': -0.39999999999999947, '20-30': -0.6000000000000001, '10-20': -2.9, '0-10': -1.4}",203981057,KR,1991,1991,20445,"{'30-end': -404, '20-30': -393.19999999999993, '10-20': -349.3, '0-10': -56.099999999999966}","{'30-end': 1459.2, '20-30': 796.8, '10-20': 467.09999999999997, '0-10': 411.6}",6,1,False,False,False,False,False,False,1521722562379,2348,3152372406,8.6.222.2149,15892,"{'30-end': 363.8, '20-30': 510.6, '10-20': 314.9, '0-10': 301.29999999999995}",14050,PLATINUM,0,1054,3194,3071,3022,3111,3046,3364,1,6,TOP,512,3,2,521,13762,3433,16632,11,/v1/stats/player_history/KR/203981057,4,4,0,0,8200,8400.0,164531,20037,12716,0,420,SOLO,11,0,12,4,26010272,heo kong,31,185769,23470,29763,868,282,0,0,960,1,0,7475,0,414,2,0,19,0,6,5,True,"{'30-end': -1.8000000000000114, '20-30': 73.69999999999999, '10-20': -132.7, '0-10': -27}","{'30-end': 494.4, '20-30': 585, '10-20': 465.3, '0-10': 426.8}",Tank,Gnar,8,6,Fighter,5,5,top,0.1,0.21428571428571427,0.24087181896721585,0.42857142857142855,0.11655480984340044,0.030181810206811852,0.21822189566495223,0.10256410256410256,0.8140827090734565,0.8446233612949459,0.1871706555977509,0.26495726495726496,0.1669136046506404,0.21923720026528914,0.202667919594705,0.014295125164690382,0.2851365015166835,0.4419889502762431,0.016432760879696803,0.0,0.15356083086053413,0.07116104868913857,0.0,0.038461538461538464,0.13953488372093023,0.3333333333333333,0.4481454893515195,0.20689655172413793,0.23833485818847208,0.03183260702621182,0.36673589881216306,0.017094017094017096,0.3189281466615537,0.2571054623843558,0.2041790224072583,0.14351851851851852,0.29073590609296485,0.22511459149607652,0.2758884928421321,0.01473559120617944,0.6048034934497817,0.06108424535505218,0.024571114887630294,0.0,0.023486696545072898,0.07482993197278912,0.0,0.03389830508474576
20515,209283868,11,18,8,"{'30-end': 5.8, '20-30': 8.9, '10-20': 10.8, '0-10': 8.4}","{'30-end': 0.39999999999999947, '20-30': 0.6000000000000001, '10-20': 2.9, '0-10': 1.4}",209283868,KR,9064,1505,30050,"{'30-end': 404, '20-30': 393.19999999999993, '10-20': 349.3, '0-10': 56.099999999999966}","{'30-end': 1863.2, '20-30': 1190, '10-20': 816.4, '0-10': 467.7}",8,0,False,False,False,False,False,False,1521722562379,2348,3152372406,8.6.222.2149,14499,"{'30-end': 345.4, '20-30': 406.7, '10-20': 432.6, '0-10': 284.3}",14100,UNRANKED,0,3157,3152,3135,3151,1058,3111,3363,0,2,TOP,682,0,1,636,223051,35246,23059,11,/v1/stats/player_history/KR/209283868,15,0,7,0,8300,8100.0,15294,910,22712,0,420,SOLO,11,0,4,14,58960292,TT 보배,7,393488,36488,47118,39132,319,0,0,182,1,0,155141,331,1346,0,0,43,4,3,17,False,"{'30-end': 1.8000000000000114, '20-30': -73.69999999999999, '10-20': 132.7, '0-10': 27}","{'30-end': 496.2, '20-30': 511.29999999999995, '10-20': 598, '0-10': 453.8}",Tank,Vladimir,7,2,Mage,6,8,top,0.18333333333333332,0.2857142857142857,0.21975840065477364,0.14285714285714285,0.14228187919463087,0.4891791126609207,0.3025480214128267,0.38461538461538464,0.07567316160826497,0.03835939805252287,0.3343048073243251,0.05982905982905983,0.3535493029879646,0.3408405182479706,0.320844909298905,0.6444664031620554,0.3225480283114257,0.08379373848987108,0.341056181356126,0.21123165283982132,0.4992581602373887,0.16104868913857678,0.0851063829787234,0.13076923076923078,0.2558139534883721,0.4444444444444444,0.38147882268485284,0.06896551724137931,0.2909423604757548,0.5159348081531444,0.5167207299712959,0.0641025641025641,0.02842949660033442,0.011676696649686269,0.4004831012745233,0.032407407407407406,0.630519132118928,0.36485717659435146,0.4773885683103252,0.6643239113827349,0.6855895196506551,0.011580554848561976,0.5099648608403814,0.011500642785170772,0.07636012934702445,0.23809523809523808,0.13333333333333333,0.13559322033898305
20493,208458477,9,15,122,"{'20-30': 3, '10-20': 8.6, '0-10': 3.4}","{'20-30': -4.2, '10-20': -2.8, '0-10': -4.4}",208458477,KR,5512,2969,19876,"{'20-30': -964.0999999999999, '10-20': -258.4, '0-10': 47.70000000000002}","{'20-30': 1225.7, '10-20': 473.70000000000005, '0-10': 533.2}",6,0,False,False,False,False,False,False,1521805656262,1839,3153219403,8.6.222.2149,10562,"{'20-30': 424.4, '10-20': 333.6, '0-10': 188.2}",9575,PLATINUM,1,1054,3742,3053,3211,3111,0,3340,1,3,TOP,0,2,1,557,2271,615,8426,11,/v1/stats/player_history/KR/208458477,0,0,0,0,8200,8000.0,87928,7943,14432,0,420,SOLO,11,0,4,6,52172287,Never be Carry C,22,92561,9440,23832,4073,152,0,0,129,1,0,2361,881,972,2,0,22,3,3,14,True,"{'20-30': 86.10000000000005, '10-20': -136.6, '0-10': -202.2}","{'20-30': 603.2, '10-20': 470.2, '0-10': 254.79999999999998}",Tank,Darius,2,9,Fighter,5,1,top,0.2903225806451613,0.1935483870967742,0.19605368180721325,0.16666666666666666,0.13862618218018916,0.01104383981326136,0.1537956084472594,0.0,0.31537680727969214,0.2820467296356793,0.21619678221529795,0.1896551724137931,0.14106854918599937,0.1473848555815769,0.19013275465917795,0.12376177453661501,0.1974025974025974,0.18041958041958042,0.0137508081002219,0.18921821305841924,0.2559241706161137,0.08270676691729323,0.07894736842105263,0.0958904109589041,0.20930232558139536,0.3333333333333333,0.19306054079923426,0.10344827586206896,0.25480329368709975,0.00525300469092625,0.17523511703344147,0.0,0.16981587496861172,0.10192088075654729,0.23787828204473596,0.10185185185185185,0.13826783657872696,0.07450862522408408,0.207026669298378,0.0691452338511162,0.32096069868995636,0.008208195469585136,0.007760856488253528,0.030610472186511934,0.05514267884495377,0.09523809523809523,0.1,0.11016949152542373
20496,210168331,5,16,58,"{'20-30': 7.2, '10-20': 11.399999999999999, '0-10': 7.800000000000001}","{'20-30': 4.2, '10-20': 2.8, '0-10': 4.4}",210168331,KR,3350,1945,26074,"{'20-30': 964.0999999999999, '10-20': 258.4, '0-10': -47.70000000000002}","{'20-30': 2189.8, '10-20': 732.1, '0-10': 485.5}",5,0,False,False,False,False,False,True,1521805656262,1839,3153219403,8.6.222.2149,13911,"{'20-30': 479.1, '10-20': 503.20000000000005, '0-10': 350.8}",14000,UNRANKED,0,3748,3053,3047,3071,3026,0,3340,1,6,TOP,0,4,1,1317,3273,2005,13377,11,/v1/stats/player_history/KR/210168331,12,0,1,0,8000,8100.0,160509,12231,19566,0,420,SOLO,11,0,4,12,66850143,afmklsdmfklfzxc,16,166234,16545,34074,5113,264,0,0,40,1,0,2451,2308,1131,1,0,78,2,10,34,False,"{'20-30': -86.10000000000005, '10-20': 136.6, '0-10': 202.2}","{'20-30': 517.0999999999999, '10-20': 606.8, '0-10': 457}",Tank,Renekton,3,8,Fighter,5,2,top,0.16129032258064516,0.16129032258064516,0.2582184025393054,0.3333333333333333,0.327775012444002,0.01591655117076373,0.24416376147626262,0.5,0.5757075784693851,0.43430864285207016,0.29310603109926,0.13793103448275862,0.2533506466588025,0.25831381733021075,0.27184388562675516,0.15536311151625645,0.34285714285714286,0.055944055944055944,0.014274981217129978,0.4957044673539519,0.29778830963665087,0.2932330827067669,0.05263157894736842,0.2328767123287671,0.11627906976744186,0.2777777777777778,0.3533381191672649,0.20689655172413793,0.6024702653247942,0.007570710855747079,0.29077501108492215,0.05128205128205128,0.31109908570116035,0.15694250189265138,0.3387011252724809,0.07407407407407407,0.2587808835845896,0.1507777193340275,0.32594132057727365,0.08680078091842798,0.5655021834061136,0.0025451768897938407,0.008056695998606268,0.08019179319690073,0.06416293186588756,0.47619047619047616,0.06666666666666667,0.2796610169491525
20461,204245747,14,17,50,"{'30-end': 3.2, '20-30': 4.8, '10-20': 7.5, '0-10': 6.9}","{'30-end': 2, '20-30': -4.7, '10-20': -1.7999999999999998, '0-10': -1.8000000000000003}",204245747,KR,9043,2924,24605,"{'30-end': -308, '20-30': 443.6, '10-20': 159.7, '0-10': 162.29999999999998}","{'30-end': 1665.6, '20-30': 1955.3000000000002, '10-20': 838.2, '0-10': 495.9}",8,0,False,False,False,True,False,False,1521882496353,2126,3154383032,8.6.222.2149,13947,"{'30-end': 292.6, '20-30': 512.8, '10-20': 392.70000000000005, '0-10': 264.2}",12925,MASTER,2,3108,3111,1026,3151,3027,3165,3340,1,5,TOP,856,3,1,622,131785,20744,28353,11,/v1/stats/player_history/KR/204245747,12,4,5,0,8300,8400.0,19187,1442,16252,0,420,SOLO,11,0,4,14,27061092,이도류,51,154144,23089,45088,11475,213,0,0,281,1,0,3171,903,482,0,0,44,5,10,20,True,"{'30-end': -77.59999999999997, '20-30': -227.89999999999998, '10-20': -119, '0-10': -26.80000000000001}","{'30-end': 452.2, '20-30': 538.7, '10-20': 480.7, '0-10': 458.70000000000005}",Fighter,Swain,8,2,Mage,6,9,top,0.175,0.19047619047619047,0.20533243036334728,0.16129032258064516,0.19340796019900497,0.2356109866573222,0.301569912144483,0.2,0.2742057650808169,0.14663412649989832,0.22939897806509896,0.2524752475247525,0.23214073260834533,0.1967600088626796,0.26468792560935517,0.3301303259587445,0.24426605504587157,0.032640260192821464,0.09138065185441342,0.25125208681135225,0.08802045288531775,0.1423948220064725,0.11627906976744186,0.12195121951219512,0.32558139534883723,0.4444444444444444,0.3550610193826274,0.1724137931034483,0.2845379688929552,0.30482924843404485,0.640265104665002,0.05128205128205128,0.03600745142848244,0.01850307315257978,0.273619921054182,0.2361111111111111,0.23900426612227807,0.22102472170636667,0.45381927109335995,0.19480519480519481,0.45414847161572053,0.01787986765080173,0.010423412081428182,0.031374865362565584,0.02734441481817666,0.24489795918367346,0.16666666666666666,0.16101694915254236
